variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
ALCNUMDKPM,RC-NUMBER OF ALC BEVS DRANK PER USER IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCYDAYS,RC-# OF DAYS USED ALCOHOL IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ALCYR,RC-ALCOHOL - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
AMYLNIEVER2,"RC-EVER INHALED AMYL NITRITE, ""POPPERS"", RUSH, ETC.",RECODED DRUG USE,Recodificada,47284,99.968,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
BNGDRKMON,RC-BINGE ALCOHOL USE PAST 30 DAYS,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
BNGDRMDAYS,RC-# OF DAYS BINGE USED ALCOHOL IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
BZOANYYR,RC - ANY BENZODIAZEPINES - PAST YEAR USE,RECODED DRUG USE,Recodificada,47251,99.899,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
BZONMYR,RC - ANY BENZODIAZEPINES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47291,99.983,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CBDHMPFLAG,RC-CBD OR HEMP - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CBDHMPMON,RC-CBD OR HEMP - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CBDHMPYR,RC-CBD OR HEMP - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CDCGMO,RC-EVER USED CIG DAILY AND PAST MONTH CIG USE,RECODED DRUG USE,Recodificada,5231,11.059,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CDNOCGMO,RC-EVER USED CIG DAILY AND NO PAST MONTH CIG USE,RECODED DRUG USE,Recodificada,7110,15.032,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CDUFLAG,RC-CIGARETTES DAILY - EVER USED,RECODED DRUG USE,Recodificada,12341,26.091,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CGRFLAG,RC-CIGARS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CGRMDAYS,RC-# OF DAYS USED CIGARS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CGRMON,RC-CIGARS - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CGRYR,RC-CIGARS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIG1PACK,RC-SMKED 1+ PCK OF CIGS PER DAY AMNG DLY SMKERS (1/0),RECODED DRUG USE,Recodificada,3389,7.165,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGAVGD,RC-AVG NUMBER OF CIGARETTES SMOKED PER DAY,RECODED DRUG USE,Recodificada,6536,13.818,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGAVGM,RC-NUMBER OF CIGARETTES SMOKED PER USER IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGFLAG,RC-CIGARETTES - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGMDAYS,RC-# OF DAYS USED CIGARETTES IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGMON,RC-CIGARETTES - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGPDAY,RC-# OF CIGARETTES SMOKED PER DAY AMONG DAILY SMOKERS,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CIGYR,RC-CIGARETTES - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CLEFLUEVER2,"RC-EVER INHALED CORRECTION FLUID, DEGREASER, ETC.",RECODED DRUG USE,Recodificada,47294,99.989,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CNSANYYR,RC-ANY CENTRAL NERVOUS SYSTEM STIMULANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,5036,10.647,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CNSNMMON,RC-CENTRAL NERVOUS SYSTEM STIMULANTS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,813,1.719,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CNSNMYR,RC-CENTRAL NERVOUS SYSTEM STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,1943,4.108,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCFLAG,RC-COCAINE - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCMDAYS,RC-# OF DAYS USED COCAINE IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCMON,RC-COCAINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCYDAYS,RC-# OF DAYS USED COCAINE IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCYR,RC-COCAINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKFLAG,"RC-""CRACK"" - EVER USED",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKMDAYS,RC-# OF DAYS USED CRACK IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKMON,"RC-""CRACK"" - PAST MONTH USE",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKYDAYS,RC-# OF DAYS USED CRACK IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CRKYR,"RC-""CRACK"" - PAST YEAR USE",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DAMTFXFLAG,RC-DMT/AMT/FOXY - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DAMTFXMON,RC-DMT/AMT/FOXY - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DAMTFXYR,RC-DMT/AMT/FOXY - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DCIGMON,RC-PAST MONTH DAILY CIGARETTE USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOFLAG,RC-ECSTASY - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOMON,RC-ECSTASY - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ECSTMOYR,RC-ECSTASY - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ETHEREVER2,"RC-EVER INHALED HALOTHANE, ETHER, OR OTHER ANESTHETIC",RECODED DRUG USE,Recodificada,47292,99.985,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FLTMRKEVER2,RC-EVER USED FELT-TIP PENS/MARKERS TO GET HIGH,RECODED DRUG USE,Recodificada,47292,99.985,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUALC18,RC-FIRST USED ALCOHOL PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUALC21,RC-FIRST USED ALCOHOL PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCD218,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCD221,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCGR18,RC-FIRST USED CIGARS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCGR21,RC-FIRST USED CIGARS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCIG18,RC-FIRST USED CIGARETTES PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCIG21,RC-FIRST USED CIGARETTES PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCOC18,RC-FIRST USED COCAINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCOC21,RC-FIRST USED COCAINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCRK18,RC-FIRST USED CRACK PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUCRK21,RC-FIRST USED CRACK PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUECSTMO18,RC-FIRST USED ECSTASY PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUECSTMO21,RC-FIRST USED ECSTASY PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUHALLUC18,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
